,SingIndex Networks,SingIndex AI,SingIndex Health,SingIndex Environment,SingIndex Computing,SingIndex Nanotech,SingIndex Social,SingIndex Autonomous,SingIndex Biotech
2000,0.7542767621402577,0.5124054719728219,0.9209679741807704,1.0435723192758413,0.5595238095238095,-0.0795337439599352,0.8954333894997646,0.7272727272727273,0.4916074925500212
2001,0.7690833788027625,0.5220435714610219,0.9290842401536018,1.036700693521953,0.3983819306609895,0.0706010348278847,0.9143698086551696,0.7272727272727273,0.505787037037037
2002,0.7216523694342778,0.57041058873853,0.9372005061264332,1.0536479608584797,0.451521882208053,0.2207358136157047,0.9333062278105746,0.7662337662337663,0.5199665815240527
2003,0.7765526664609173,0.6662621866825079,0.9413519055496126,1.057768416092108,0.583038239455358,0.3708705924035247,0.9639454593682756,0.7922077922077922,0.2594613335571313
2004,0.853435827175179,0.7166081750187114,0.9518659774750116,0.9939855570766238,0.6323096723099684,0.5210053711913447,1.0054276703108795,0.8441558441558441,0.4577633309080984
2005,0.8392426284017344,0.802393449448935,0.9696056629937164,0.9857777492862596,0.8402511695790105,0.6711401499791647,1.016730829476564,0.6852767969309171,0.5344070058022916
2006,0.9049895256796344,0.9025199388440228,0.9880197918796148,0.9901009961196529,0.745777714194575,0.8212749287669847,1.0454024941626532,0.606387866242935,0.5732035455508492
2007,0.9694027969748612,0.8765590145195853,1.0065596659858422,0.9858506359632137,1.0789273820587288,0.9714097075548048,1.0710823832500656,0.5189113961289114,0.6239415843319597
2008,1.0161406998857638,0.9723104087563724,1.0230894095127832,1.0192793653685552,1.138440382567257,1.0898813763650834,1.0499062559284873,0.4709952663656889,0.7083457318703621
2009,0.8442243723849722,0.9931896258770276,1.0505297340771198,1.04295235257458,1.3069766852868974,1.2427292675361774,1.0008588316855684,0.4208804764610531,0.9144416462378228
2010,0.8977193649989744,0.9587800232750155,1.067201324482858,1.069696720171308,1.1564569517775567,1.3219515790653649,1.1317770207285207,0.5829728964720748,0.9391641168221754
2011,0.9609914712933824,0.9195913433892576,1.0953034384172151,1.0896996716503629,3.194325859034775,1.4758474153008971,1.1360239978883504,0.6773099862546457,1.0777163021165128
2012,0.9200086528074486,0.9102426845393644,1.1162583263104833,1.1007500918122035,3.04685011090108,1.7276598868449746,1.1624275628882368,0.8175317854325572,1.2081246862236965
2013,1.002254799281189,0.9684313615590782,1.1389162919289095,1.1763915510163576,3.913172227196548,1.7470466588190776,1.1818910971887433,0.9011116946502136,1.3882542234547472
2014,0.9944610319731756,1.1023900028842628,1.1599770851898574,1.238796601833147,5.146353432383084,2.015537577931375,1.2117335755300824,0.8028973048297322,1.6668542895927922
2015,1.04968368421723,1.1682616237019814,1.172873578644068,1.2698897840131054,5.275716603416685,2.25841579792793,1.238664404326631,0.8669366516871292,1.9533014485664124
2016,1.1348470291149744,1.3459688824706428,1.1866114345799093,1.3009829661930636,5.964057157686669,2.286967017297377,1.2724917240389468,1.05824561849037,1.780296649903262
2017,1.1606584796886488,1.5331422726925954,1.2057589837941989,1.332076148373022,7.116759972068705,2.5196099084722663,1.3135891864389069,1.553666176038878,2.0522988259600576
2018,1.2708480018112749,1.8725124499194388,1.2177393713283269,1.3631693305529802,7.732450508938784,2.802726841213982,1.3451694676764467,1.6573103438329126,2.0202670005462573
2019,1.1719572398805045,2.4238313301551857,1.2312902999345463,1.3942625127329384,8.780796853536012,3.1146312693793123,1.3501970205408094,1.891163004567136,2.1423954003364254
2020,1.2503676141223976,3.4239048334760454,1.244841228540766,1.4253556949128967,9.237968881321676,3.438941114661676,1.355224573405172,2.3743685270621477,2.25501624556516
2021,1.40523507414646,3.515879662630536,1.2583921571469856,1.456448877092855,9.837081813281946,3.783964878249628,1.3602521262695346,3.2754443072626223,2.3795390683383046
2022,1.5903269737771308,4.075938411510376,1.2719430857532052,1.4875420592728132,10.76589122816813,4.159663023730853,1.3652796791338973,4.107087161079777,2.485422548458233
2023,1.8908847300930012,4.641210671684208,1.285494014359425,1.5186352414527715,11.598594074786162,4.559846643019131,1.37030723199826,4.997502486489177,2.585059182536169
2024,2.272530201384659,5.208804733576173,1.2990449429656443,1.5497284236327298,12.510095165823486,4.982260778469938,1.3753347848626225,5.888456210410284,2.6846958166141053
2025,2.48142159251379,5.781360119139519,1.3125958715718642,1.580821605812688,13.430729665495347,5.429812727337912,1.3803623377269851,6.585639072084128,2.784332450692041
2026,2.74646276662671,6.353915504702865,1.3261468001780838,1.6119147879926463,14.387179300709375,5.877364676205885,1.3853898905913478,7.445576910601906,2.8839690847699777
2027,2.9098316351685,6.926470890266211,1.3396977287843037,1.6430079701726046,15.343628935923403,6.324916625073858,1.3904174434557104,8.32496507746493,2.983605718847914
2028,3.146287647104632,7.499026275829557,1.3532486573905231,1.6741011523525628,16.300078571137433,6.772468573941832,1.395444996320073,9.214049478766588,3.08324235292585
2029,3.38290391545102,8.071581661392903,1.3667995859967428,1.7051943345325211,17.25652820635146,7.220020522809805,1.4004725491844356,10.115448339612673,3.1828789870037864
2030,3.619600312002536,8.64413704695625,1.3803505146029624,1.7362875167124794,18.21297784156549,7.667572471677778,1.4055001020487985,11.039104820091174,3.2825156210817226
